title,duration,description,tags/0,tags/1,tags/2,tags/3,views,author,videoId,comments,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,stars,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20
Atomic sub,80,Sub getting blown,Sub,,,,188294,Oakleyg,SzeC4nibIPQ,,948,2 days ago  in Category: Autos & Vehicles,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,,,,,,,,,,,,,,,,,
Whale,22,whale crushes a kayak,whale,kayak,,,413439,swabe88,MeE2lKhpnxM,,1380,3 months ago  in Category: Comedy,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,,,,,,,,,,,,,,,,,
Where the Hell is Matt?,222,"I had a great time making this. Hope you enjoy it. 
www.wherethehellismatt.com 
www.STRIDEgum.com",Matt,Harding,dance,dancing,194194,mattharding2718,bNF_P281Uu4,,3550,1 day ago  in Category: Travel & Places,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,travel,world,,,,,,,,,,,,,,,
Say It's Possible,250,"and though they say it's possible to me  
i don't see how it's probable 
i see the course we're on 
spinning farther from what i know 
i'll hold on 
tell me that you won't let go...",terra,naomi,say,it's,104753,terranaomi,ARHyRI9_NB4,,2151,6 days ago  in Category: Music,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,possible,guitar,voice,singer,songwriter,love,,,,,,,,,,,
Nobody's Watching Part 1,552,"his is a pilot produced for the WB by the writers of Scrubs and Family Guy. it's very funny, very different, and deserves to be seen by all.",scrubs,family,guy,nobody's,143050,impytherap,uEYCN3hVTYI,,1142,1 week ago  in Category: Entertainment,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,watching,pilot,,,,,,,,,,,,,,,
PUPPY ACTRESS,60,Tippi Stranger studies acting.,dog,puppy,jonnystranger,,78102,jonnystranger,GbsIYGlZXM8,,532,2 weeks ago  in Category: Pets & Animals,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,,,,,,,,,,,,,,,,,
pump it,108,pump it sing along chipmunk styleee,pump,it,,,469459,evski,KsDrbnl_WHI,,4067,1 day ago  in Category: Music,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,,,,,,,,,,,,,,,,,
TRAILER for The Drive,77,"In a new approach to telling stories from the front lines of post-Katrina New Orleans, The New Orleans Video Access Center (NOVAC) is producing a one-hour documentary called The Drive.  It's an extensie driving tour through four of  New Orleans' most devastated neighborhoods supported with maps, interviews and an original score by Emmy nominated co
	
		In a new approach to telling stories from the front lines of post-Katrina New Orleans, The New Orleans Video Access Center (NOVAC) is producing a one-hour documentary called The Drive.  It's an extensie driving tour through four of  New Orleans' most devastated neighborhoods supported with maps, interviews and an original score by Emmy nominated composer, Gil Talmi.  The full version of segment one is available on You Tube (keyword: NOVACDOC). 
 
 
 
In addition to The Drive, NOVAC has collaborated with local filmmakers to produce a series of short documentaries on the people, culture and spirit that make New Orleans an American city worth rebuilding. 
 
 
 
Please help us build awareness about what's going on in New Orleans by sharing our project with others.  We hope to convey the duality of life in post-Katrina New Orleans.  In many respects, things are progressing.  Families are moving home, cultural activities are abundant and, in some neighborhoods, life has a sense of near normalcy;  however, a short drive in almost any direction provides a different picture.  The magnitude of flooding was incomprehensible and nearly 10 months later, New Orleans has many challenges to overcome. 
 
 
 
To view entire series including The Drive, enter YouTube keyword: NOVACDOC
		... (more)
		(less)",NOVACDOC,NOVAC,Katrina,Hurricane,51827,TRyanNOVAC,L-QIiZXW1RE,,116,2 days ago  in Category: News & Blogs,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,Orleans,The,Drive,,,,,,,,,,,,,,
Glass-rose Cocktail,134,"::Edit:: Featured?! Wow! 
 
My first attempt at camera-poetry reading. 
 
You can see me forgetting the words and having to read it from the screen a lot, I apologize for that.  The whole camera concept is new to me when it comes to poetry, I'm used to an audience. 
 
Here's a hard copy of the poem: 
 
I sit in a hazy hole of drunken misconceptions
	
		::Edit:: Featured?! Wow! 
 
My first attempt at camera-poetry reading. 
 
You can see me forgetting the words and having to read it from the screen a lot, I apologize for that.  The whole camera concept is new to me when it comes to poetry, I'm used to an audience. 
 
Here's a hard copy of the poem: 
 
I sit in a hazy hole of drunken misconceptions 
staring with disdain at a few select men 
who sit perched over glass roses, 
filled with an amber liquid 
and a maraschino cherry. 
They clutch the crystal stems and take sips 
in between mumbled words. 
 
There is a single connecting look 
in every pair of eyes. 
It is the look of being 
so damned discontent. 
And they're drinking away yesterday, 
I can see it as it leaves their minds. 
 
They try to drink fast enough 
to forget today and yesterday 
all at once. 
But they never quite succeed, 
though it doesn't keep them from trying. 
 
And I know that if I stumble into the same bar 
at about the same time tomorrow, 
they'll be there again, 
sipping cocktails from glass roses 
that have no leaves or thorns 
and smiling at the notion 
that they no longer have a past.
		... (more)
		(less)",poetry,Emma,Combes,Implement,198636,implementdesign,40Mpmj1d9yA,,879,1 week ago  in Category: Arts & Animation,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,Design,poem,glass,rose,cocktail,,,,,,,,,,,,
SAAB performance team,117,saab,wmv,,,,476168,LourdesChang,BB4fEbodGs0,,1918,6 days ago  in Category: Autos & Vehicles,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,,,,,,,,,,,,,,,,,
Vlog - It's an epidemic,42,".:EDIT:. 
Featured? Duhhh... ok. 
Like YT wouldn't have F'd it. You all know it. 
Short decipher of what youtube has become. 
 
Thanks for all the comments - good and bad. 
Especially, the bad ones, oh yes... H8RS vlog coming to YT soon.",Featured,Tagwhore,bhrett,,69246,bhrett,Pyz5vagVZbg,,860,5 days ago  in Category: People,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,,,,,,,,,,,,,,,,,
American Idol phone call,285,My fake audition for American Idol created by using my lousy voice and my humor for radio.  I am hopiung you will enjoy it,american,idol,radio,audition,149166,macgyvergg,-Tbyv9ZY7mI,,1546,6 days ago  in Category: Entertainment,1151013247000,"Thu, 22 Jun 2006 21:54:07 GMT",20060622215407,2.5,phone,call,,,,,,,,,,,,,,,
