title,duration,description,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,views,author,videoId,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22
Why do you wake up each day?,330,Why do you wake up each day? What makes you want to get out of bed and get on with life each morning?This is why I do :),life,each,day,waking,up,why,do,958094,,UmAfQ-GgtCQ,,2.5,5888,6 days ago,1163718553000,"Thu, 16 Nov 2006 23:09:13 GMT",20061116230913,News & Blogs,you,digitilsoul,vlog,blog,rant,,,,,,,,,,,
SNOWMEN HUNTERS Ep 08: Michael Jackson F@#*s Boys,152,"The Hunt has only just begun! Subscribe now for more awesome episodes over the next few weeks! Snowmen love musical theater. Michael Jackson apparently loves boys. Hilarity ensues. Ryan Neisz / Christopher Allan SmithThe Snowmen Hunte
	
	
			The Hunt has only just begun! Subscribe now for more awesome episodes over the next few weeks! Snowmen love musical theater. Michael Jackson apparently loves boys. Hilarity ensues. Ryan Neisz / Christopher Allan SmithThe Snowmen Huntershttp://www.zanzibar19.com
			(more)
			(less)",Snowmen,Hunters,Zanzibar19,Michael,Jackson,Snowman,comedy,528679,,kjN5IYu6VIg,,2.5,2185,3 weeks ago,1163718553000,"Thu, 16 Nov 2006 23:09:13 GMT",20061116230913,Comedy,humor,funny,wild,weird,madness,crazy,insane,stupid,blooper,,,,,,,
Sunrise on Himalayas,55,Sunrise on the Himalayas as seen from Tiger Hills near Darjeeling,Sunrise,Darjeeling,Tiger-Hills,India,North-east,Snow,Mountains,437141,,8L7SxcBiDOY,,2.5,2106,2 months ago,1163718553000,"Thu, 16 Nov 2006 23:09:13 GMT",20061116230913,Travel & Places,,,,,,,,,,,,,,,,
JELLYFISH INVASION,161,GLOBAL WARNING!,jellyfish,medusa,video,art,arizza,dj,global,32157,,aAP_pxMqmr4,,2.5,583,1 month ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Pets & Animals,warming,shark,steve,irwin,cool,music,bush,cortometraje,summer,ufo,ibiza,zp,,,,
Moscow Subway Traffic Jam,68,englishrussia.com presents,russia,moscow,subway,people,traffic,jam,,376605,,dVRUBIyRAYk,,2.5,972,2 days ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Travel & Places,,,,,,,,,,,,,,,,
dunk jumping off friends back,21,this is how a short white dude dunks...All thanks to my buddy Chip,dunk,off,back,White,boy,,,660721,,dZrT7qC4wB0,,2.5,2439,3 months ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Sports,,,,,,,,,,,,,,,,
"""Lounging Around The Castle"" (Disclosed Entry 7)",486,"Episode 7 of my blog series.  Should be pretty understandable for new viewers.  All you need to know is that Hector is my husband.  :)Please Subscribe if you'd like to experience my future royal video adventures ...That is if you find m
	
	
			Episode 7 of my blog series.  Should be pretty understandable for new viewers.  All you need to know is that Hector is my husband.  :)Please Subscribe if you'd like to experience my future royal video adventures ...That is if you find my videos any bit enthralling.  :)All visual effects by yours truly.  I generated some of the still images myself, and the rest of the images used in this production are done so with proper permissions.  The music in this episode includes several royalty free classical pieces, as well as songs by:The Fire Apesmyspace.com/thefireapesJamie Coonmyspace.com/jamiecoonYours Trulymyspace.com/venetianprincess
			(more)
			(less)",venetianprincess,disclosed,blog,series,castle,,,318904,,_2i4zPKdojs,,2.5,1549,1 week ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,People,,,,,,,,,,,,,,,,
One World,40,"This is an invitation, to make a stand, to make a statement, to make a difference.Write something, anything, on your hand and share it with the world.What will you choose to write?Join inBe part of somethingPost your response 
	
	
			This is an invitation, to make a stand, to make a statement, to make a difference.Write something, anything, on your hand and share it with the world.What will you choose to write?Join inBe part of somethingPost your response now-Closing date 4th Dec 06-*responses http://www.youtube.com/video_response_view_all?v=UxqNsUbWlHc
			(more)
			(less)",MadV,One,world,word,hand,stand,statement,297051,,UxqNsUbWlHc,,2.5,2271,3 days ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,People,difference,community,,,,,,,,,,,,,,
My Pug imitating a blender,54,My mom was using the blender and my dog ozzie decided he was going to run in circles to imitate it.,dogs,pug,cooking,blender,dog,tricks,,626888,,l9l19D2sIHI,,2.5,3518,1 month ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Pets & Animals,,,,,,,,,,,,,,,,
Love Corner - A Zebro Short,297,"Love Corner is a short that we are working on for our sketch comedy TV pilot. It will be re-edited most likely, but here is a sneak peak. Special thanks to the Kevin S. Bright (exec producer, Friends & Dream On) and the Emerson Channel for 
	
	
			Love Corner is a short that we are working on for our sketch comedy TV pilot. It will be re-edited most likely, but here is a sneak peak. Special thanks to the Kevin S. Bright (exec producer, Friends & Dream On) and the Emerson Channel for their wonderful production.Love, Zebroon ze web: http://www.zebroshow.comon ze myspace: http://www.myspace.com/zebroshowon ze facebook: http://www.facebook.com/group.php?gid=2204571001
			(more)
			(less)",zebro,sketch,comedy,,,,,237129,,Q2xIEXpA3UY,,2.5,1284,1 month ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Comedy,,,,,,,,,,,,,,,,
Amateur - Lasse Gjertsen,192,"I've taken my hyperactive editing style a step further! Hope you'll enjoy it!If you want to download the audio from this video, go to http://www11.nrk.no/urort/user/?id=36781It's a norwegian page where I uploaded some of my music. (
	
	
			I've taken my hyperactive editing style a step further! Hope you'll enjoy it!If you want to download the audio from this video, go to http://www11.nrk.no/urort/user/?id=36781It's a norwegian page where I uploaded some of my music. (Lytt = Listen to, Last ned = Download)Oh shit, I forgot to put this in the video, and now it's too late to change it:Thanks to my friend Mathis for letting me borrow the drum kit. Also thanks to the person letting me use her piano, but she didn't want her name here :P
			(more)
			(less)",amateur,lasse,gjertsen,drumkit,drums,piano,music,859241,,JzqumbhfxRo,,2.5,10894,1 week ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Arts & Animation,norsk,norwegian,lassegg,hyperactive,editing,ass,and,titties,,,,,,,,
Time-Lapse of Cicada Moulting,29,These series of pictures were taken of a cicada shedding its skin before flying off.,cicada,timelapse,nature,shedding,,,,418125,,go4MqVq9HVM,,2.5,1678,1 week ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Pets & Animals,,,,,,,,,,,,,,,,
Conic - Juggling in a Cone (Preview),196,"Greg Kennedy's newest manipulation routine,  the juggling of 3, 5 & 7 balls on the inside surface of an 8-foot high inverted cone.  Visit www.innovativejuggler.com for more info.",Greg,Kennedy,Cone,Juggling,Juggle,Juggler,Balls,655693,,MqDAf_lg9Xs,,2.5,4437,6 months ago,1163987579000,"Mon, 20 Nov 2006 01:52:59 GMT",20061120015259,Entertainment,Acrylic,Innovative,,,,,,,,,,,,,,
DreamAwake (Science of Sleep mix),119,"Inspired by: Michel Gondry's ""Science of Sleep""Music: ""Channel"" by Pete Moraites",dream,Gael,Garcia,Bernal,pete,moraites,michel,33180,,FT7E0vwlYYM,,2.5,205,2 months ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Arts & Animation,gondry,science,of,sleep,How,Do,You,Dream,,,,,,,,
Modern Day Robin Hood - New York - Cash Blow Out!!,248,18th November 2006 - Modern Day Robin Hood - New York - Cash Blow Out!!Modern Day New York LaunchJoin us atwww.moderndayrobinhood.comwww.myspace.com/moderndayrobinhood,robinhood,moderndayrobinhood,robin,hood,NewYork,cash,launch,89107,,sl7sV98QgfE,,2.5,630,1 day ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,People,new,york,,,,,,,,,,,,,,
JELLYFISH INVASION,161,GLOBAL WARNING!,jellyfish,medusa,video,art,arizza,dj,global,238650,,aAP_pxMqmr4,,2.5,1473,1 month ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Pets & Animals,warming,shark,steve,irwin,cool,music,bush,cortometraje,summer,ufo,ibiza,zp,,,,
Moscow Subway Traffic Jam,68,englishrussia.com presents,russia,moscow,subway,people,traffic,jam,,498228,,dVRUBIyRAYk,,2.5,1236,3 days ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Travel & Places,,,,,,,,,,,,,,,,
dunk jumping off friends back,21,this is how a short white dude dunks...All thanks to my buddy Chip,dunk,off,back,White,boy,,,1088,,dZrT7qC4wB0,,2.5,2918,3 months ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Sports,,,,,,,,,,,,,,,,
"""Lounging Around The Castle"" (Disclosed Entry 7)",486,"Episode 7 of my blog series.  Should be pretty understandable for new viewers.  All you need to know is that Hector is my husband.  :)Please Subscribe if you'd like to experience my future royal video adventures ...That is if you find m
	
	
			Episode 7 of my blog series.  Should be pretty understandable for new viewers.  All you need to know is that Hector is my husband.  :)Please Subscribe if you'd like to experience my future royal video adventures ...That is if you find my videos any bit enthralling.  :)All visual effects by yours truly.  I generated some of the still images myself, and the rest of the images used in this production are done so with proper permissions.  The music in this episode includes several royalty free classical pieces, as well as songs by:The Fire Apesmyspace.com/thefireapesJamie Coonmyspace.com/jamiecoonYours Trulymyspace.com/venetianprincess
			(more)
			(less)",venetianprincess,disclosed,blog,series,castle,,,389741,,_2i4zPKdojs,,2.5,1783,1 week ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,People,,,,,,,,,,,,,,,,
One World,40,"This is an invitation, to make a stand, to make a statement, to make a difference.Write something, anything, on your hand and share it with the world.What will you choose to write?Join inBe part of somethingPost your response 
	
	
			This is an invitation, to make a stand, to make a statement, to make a difference.Write something, anything, on your hand and share it with the world.What will you choose to write?Join inBe part of somethingPost your response now-Closing date 4th Dec 06-*responses http://www.youtube.com/video_response_view_all?v=UxqNsUbWlHc
			(more)
			(less)",MadV,One,world,word,hand,stand,statement,336243,,UxqNsUbWlHc,,2.5,2493,3 days ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,People,difference,community,,,,,,,,,,,,,,
My Pug imitating a blender,54,My mom was using the blender and my dog ozzie decided he was going to run in circles to imitate it.,dogs,pug,cooking,blender,dog,tricks,,715486,,l9l19D2sIHI,,2.5,3862,1 month ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Pets & Animals,,,,,,,,,,,,,,,,
Love Corner - A Zebro Short,297,"Love Corner is a short that we are working on for our sketch comedy TV pilot. It will be re-edited most likely, but here is a sneak peak. Special thanks to the Kevin S. Bright (exec producer, Friends & Dream On) and the Emerson Channel for 
	
	
			Love Corner is a short that we are working on for our sketch comedy TV pilot. It will be re-edited most likely, but here is a sneak peak. Special thanks to the Kevin S. Bright (exec producer, Friends & Dream On) and the Emerson Channel for their wonderful production.Love, Zebroon ze web: http://www.zebroshow.comon ze myspace: http://www.myspace.com/zebroshowon ze facebook: http://www.facebook.com/group.php?gid=2204571001
			(more)
			(less)",zebro,sketch,comedy,,,,,275155,,Q2xIEXpA3UY,,2.5,1403,1 month ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Comedy,,,,,,,,,,,,,,,,
Amateur - Lasse Gjertsen,192,"I've taken my hyperactive editing style a step further! Hope you'll enjoy it!If you want to download the audio from this video, go to http://www11.nrk.no/urort/user/?id=36781It's a norwegian page where I uploaded some of my music. (
	
	
			I've taken my hyperactive editing style a step further! Hope you'll enjoy it!If you want to download the audio from this video, go to http://www11.nrk.no/urort/user/?id=36781It's a norwegian page where I uploaded some of my music. (Lytt = Listen to, Last ned = Download)Oh shit, I forgot to put this in the video, and now it's too late to change it:Thanks to my friend Mathis for letting me borrow the drum kit. Also thanks to the person letting me use her piano, but she didn't want her name here :P
			(more)
			(less)",amateur,lasse,gjertsen,drumkit,drums,piano,music,950801,,JzqumbhfxRo,,2.5,11774,1 week ago,1164060834000,"Mon, 20 Nov 2006 22:13:54 GMT",20061120221354,Arts & Animation,norsk,norwegian,lassegg,hyperactive,editing,ass,and,titties,,,,,,,,
DOUBLE JOINTED,231,Yea im double jointed in alot parts of my body and idk i found out some of the weird stuff i can do decided to record it and yea...im not really proud of it so i wore some weird mask i found in my room....enjoy,weird,gross,contortionist,double,jointed,steve,freaky,54493,,hGOTf3Xl6Qs,,2.5,1682,4 months ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Entertainment,arm,leg,dislocate,sick,disgusting,hand,twist,break,crazy,insane,,,,,,
Thanksgiving,174,Tavin's got so much to be thankful for this year.,Sweet,Tea,Films,sweetteafilms,Southern,Samplin',clean,139841,,ayhTMr1VhaY,,2.5,620,3 days ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Comedy,comedy,trailer,park,Shortstop,Kelvin,Duball,,,,,,,,,,
PMS SURVIVAL TIPS,165,A parody of 1950 educational and goverment propaganda videos.,COMEDY,PARODY,SHORT,FILM,,,,531202,,mCwKbUVyHLY,,2.5,4513,3 days ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Comedy,,,,,,,,,,,,,,,,
Master of Headspin,49,No more words to say... he's the master of headspin!Yeah :),headspin,breakdance,spinning,dance,style,,,550602,,QDdkFkMUsMA,,2.5,2721,7 months ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Entertainment,,,,,,,,,,,,,,,,
Piece of Mind - Vancouver Film School (VFS),158,"Created by Vancouver Film School graduate Ori Ben-Shabat through the VFS 3D Animation & Visual Effects program. The audio was created by Colin Janz, a VFS Sound Design program graduate, and recently received the award for ""Best Original Mus
	
	
			Created by Vancouver Film School graduate Ori Ben-Shabat through the VFS 3D Animation & Visual Effects program. The audio was created by Colin Janz, a VFS Sound Design program graduate, and recently received the award for ""Best Original Musical Score"" at the CAEAA awards.
			(more)
			(less)",Vancouver,Film,School,VFS,3d,graphic,maya,243436,,hbbfJClypYg,,2.5,1863,1 month ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Arts & Animation,3dsmax,xsi,texture,model,demo,reel,modeling,vfx,Colin,Janz,Ori,Ben-Shabat,,,,
Things you CAN'T do when you're NOT in a pool,190,a HILLARIOUS look at the quirky things people get away with in swimming pools,pool,edition,dont,be,that,guy,films,1095,,Gw4bQKiLkQ4,,2.5,8467,6 months ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Comedy,funny,comedy,video,,,,,,,,,,,,,
DreamAwake (Science of Sleep mix),119,"Inspired by: Michel Gondry's ""Science of Sleep""Music: ""Channel"" by Pete Moraites",dream,Gael,Garcia,Bernal,pete,moraites,michel,185722,,FT7E0vwlYYM,,2.5,687,2 months ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Arts & Animation,gondry,science,of,sleep,How,Do,You,Dream,,,,,,,,
Modern Day Robin Hood - New York - Cash Blow Out!!,248,18th November 2006 - Modern Day Robin Hood - New York - Cash Blow Out!!Modern Day New York LaunchJoin us atwww.moderndayrobinhood.comwww.myspace.com/moderndayrobinhood,robinhood,moderndayrobinhood,robin,hood,NewYork,cash,launch,397107,,sl7sV98QgfE,,2.5,1496,4 days ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,People,new,york,,,,,,,,,,,,,,
JELLYFISH INVASION,161,GLOBAL WARNING!,jellyfish,medusa,video,art,arizza,dj,global,512965,,aAP_pxMqmr4,,2.5,2215,1 month ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Pets & Animals,warming,shark,steve,irwin,cool,music,bush,cortometraje,summer,ufo,ibiza,zp,,,,
Moscow Subway Traffic Jam,68,englishrussia.com presents,russia,moscow,subway,people,traffic,jam,,747550,,dVRUBIyRAYk,,2.5,1585,6 days ago,1164321706000,"Thu, 23 Nov 2006 22:41:46 GMT",20061123224146,Travel & Places,,,,,,,,,,,,,,,,
Complaints Choir of Birmingham,533,"The Complaints Choir invites people to complain as much as they want and to sing their complaints out loud together with fellow complainers. The first choir was organised in Birmingham followed by the Complaints Choir of Helsinki and Hambur
	
	
			The Complaints Choir invites people to complain as much as they want and to sing their complaints out loud together with fellow complainers. The first choir was organised in Birmingham followed by the Complaints Choir of Helsinki and Hamburg. The lyrics were written by the Choir, Music by Mike Hurley. Project by Tellervo Kalleinen and Oliver Kochta-Kalleinen
			(more)
			(less)",complaining,complaints,choir,birmingham,helsinki,hamburg,,13039,,2w84qzHdEms,,2.5,143,3 months ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Arts & Animation,,,,,,,,,,,,,,,,
The Gobble Song,182,"Celebrate the warmth of Thanksgiving with the ""The Gobble Song,"" by Spencer the Gardener. Video conceived and created by Russ Spencer of Bison Films.See www.spencerthegardener.com or www.bisonfilms.com. Enjoy it with a smile.",Thanksgiving,turkey,gobble,dance,music,video,dancing,163117,,-jW1vWgogLQ,,2.5,826,4 days ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Entertainment,Spencer,The,Gardener,Russ,,,,,,,,,,,,
DOUBLE JOINTED,231,"Yea im double jointed in alot parts of my body and idk i found out some of the weird stuff i can do decided to record it and yea...im not really proud of it so i wore some weird mask i found in my room....enjoyif you want to see what i 
	
	
			Yea im double jointed in alot parts of my body and idk i found out some of the weird stuff i can do decided to record it and yea...im not really proud of it so i wore some weird mask i found in my room....enjoyif you want to see what i look like, or if you wanna just talk or ask me any questions add me on myspace :Dmyspace.com/skater888
			(more)
			(less)",weird,gross,contortionist,double,jointed,steve,freaky,645817,,hGOTf3Xl6Qs,,2.5,4190,4 months ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Entertainment,arm,leg,dislocate,sick,disgusting,hand,twist,break,crazy,insane,,,,,,
Thanksgiving,174,Tavin's got so much to be thankful for this year.,Sweet,Tea,Films,sweetteafilms,Southern,Samplin',clean,220792,,ayhTMr1VhaY,,2.5,762,4 days ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Comedy,comedy,trailer,park,Shortstop,Kelvin,Duball,,,,,,,,,,
PMS SURVIVAL TIPS,165,A parody of 1950 educational and goverment propaganda videos.,COMEDY,PARODY,SHORT,FILM,,,,796992,,mCwKbUVyHLY,,2.5,5574,4 days ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Comedy,,,,,,,,,,,,,,,,
Master of Headspin,49,No more words to say... he's the master of headspin!Yeah :),headspin,breakdance,spinning,dance,style,,,723987,,QDdkFkMUsMA,,2.5,3128,7 months ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Entertainment,,,,,,,,,,,,,,,,
Piece of Mind - Vancouver Film School (VFS),158,"Created by Vancouver Film School graduate Ori Ben-Shabat through the VFS 3D Animation & Visual Effects program. The audio was created by Colin Janz, a VFS Sound Design program graduate, and recently received the award for ""Best Original Mus
	
	
			Created by Vancouver Film School graduate Ori Ben-Shabat through the VFS 3D Animation & Visual Effects program. The audio was created by Colin Janz, a VFS Sound Design program graduate, and recently received the award for ""Best Original Musical Score"" at the CAEAA awards.
			(more)
			(less)",Vancouver,Film,School,VFS,3d,graphic,maya,284767,,hbbfJClypYg,,2.5,2075,1 month ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Arts & Animation,3dsmax,xsi,texture,model,demo,reel,modeling,vfx,Colin,Janz,Ori,Ben-Shabat,,,,
Things you CAN'T do when you're NOT in a pool,190,a HILARIOUS look at the quirky things people get away with in swimming pools,pool,edition,dont,be,that,guy,films,1366,,Gw4bQKiLkQ4,,2.5,9599,7 months ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Comedy,funny,comedy,video,,,,,,,,,,,,,
DreamAwake (Science of Sleep mix),119,"Inspired by: Michel Gondry's ""Science of Sleep""Music: ""Channel"" by Pete Moraites",dream,Gael,Garcia,Bernal,pete,moraites,michel,204610,,FT7E0vwlYYM,,2.5,733,2 months ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,Arts & Animation,gondry,science,of,sleep,How,Do,You,Dream,,,,,,,,
Modern Day Robin Hood - New York - Cash Blow Out!!,248,18th November 2006 - Modern Day Robin Hood - New York - Cash Blow Out!!Modern Day New York LaunchJoin us atwww.moderndayrobinhood.comwww.myspace.com/moderndayrobinhood,robinhood,moderndayrobinhood,robin,hood,NewYork,cash,launch,446051,,sl7sV98QgfE,,2.5,1573,5 days ago,1164396773000,"Fri, 24 Nov 2006 19:32:53 GMT",20061124193253,People,new,york,,,,,,,,,,,,,,
Physics of Martials Arts - Kinematics,117,"Part of a video I made several years ago for a physics class.  Includes footage from a trip to Korea.  Man, my video edit skills are a far cry from this crap now, but it is still interesting to watch.  I have more I can post if anyone is in
	
	
			Part of a video I made several years ago for a physics class.  Includes footage from a trip to Korea.  Man, my video edit skills are a far cry from this crap now, but it is still interesting to watch.  I have more I can post if anyone is interested.
			(more)
			(less)",martial,arts,korea,hapkido,taekwondo,japan,kinematics,276,,RUq1cGGHvRU,,2.5,605,2 weeks ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Science & Technology,physics,jumping,rolling,fall,demonstration,white,tigers,,,,,,,,,
What are You thankful for?,470,"Thank you so very much for all who watched this video. Please forgive me if it ran a little long. I apreciate all the comments, (even the haters) and think Youtube is the most awesome place on the net!Also, I am not saying that New York C
	
	
			Thank you so very much for all who watched this video. Please forgive me if it ran a little long. I apreciate all the comments, (even the haters) and think Youtube is the most awesome place on the net!Also, I am not saying that New York City or the USA is the end all best place in the galaxy, I am just proud ot be where I am from as should we all be!This video is a response to a video asking people what they are thankful for.shout outs to supricky06http://www.youtube.com/profile?user=supricky06and  to the wonderful people of the greatest city in the world.. New York City! I love you all so much:)
			(more)
			(less)",Thankful,youtube,what,are,you,New,York,66810,,800TVPyA2-Y,,2.5,390,1 day ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,People,NYC,nyoperaguy,supricky06,,,,,,,,,,,,,
Catching up to YouTube time,138,We've been traveling and just got back...,youttubetime,fastlane,superfastlane,ultrafastlane,,,,104558,,ogiU_hLYoZM,,2.5,1027,1 day ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Comedy,,,,,,,,,,,,,,,,
Dance of the Firefly,189,Music and video by Lasse Juul Kolding. Full quality can be downloaded here: http://www.dubbilan.net/movies/firefly-divx.zip,music,weird,visual,birth,surreal,abstract,light,104329,,BL5kHYtL430,,2.5,609,1 month ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Arts & Animation,Lasse,Kolding,,,,,,,,,,,,,,
Tramp Bike Flips,24,"Front flip, then backflip on tramp bike lol",Tramp,Bike,Flips,,,,,624090,,RRLptLOv0k8,,2.5,2890,2 weeks ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Sports,,,,,,,,,,,,,,,,
YOUTUBE theater ep 1,319,"Finally no more boring people on YouTube!You Tube theater makes the boring seem interesting!WARNING PLEASE READYou might ask yourself, what right does YOUTUBEtheater have to make fun of people? Well virtually everyone on you
	
	
			Finally no more boring people on YouTube!You Tube theater makes the boring seem interesting!WARNING PLEASE READYou might ask yourself, what right does YOUTUBEtheater have to make fun of people? Well virtually everyone on youtube wants to be a celebrity. Don't think so? Ask yourself this, if someone wanted to interview  you about  your channel, would you be interviewed? And why? To get more people knowing about you? To get more subscriptions? I think the answer for most people would be yes to these questions.So just because someone wants to be a celebrity, do they deserve to be made fun of? Well with fame, comes many challenges. One of which is to deal with ridicule and those who might not like you. If you can't handle being made fun of, you shouldn't crave fame.Now having said this, how can you contribute to youtube without being ridiculed? Well the answer is quite obvious. Don't say stupid things (unless of course you're joking around).Remember there is a cure for stupidity. If you don't want to be made fun of, go read a book, read the newspaper, educate yourself. Otherwise, you just might end up on YOUTUBEtheater. Thank you,YOUTUBEtheater staff.
			(more)
			(less)",YOUTUBEtheater,youtube,theater,Mystery,Science,Theater,3000,327782,,8Z_nLAu55IQ,,2.5,2480,1 month ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Entertainment,MST3K,animation,LG15,lonelygirl15,comedy,funny,,,,,,,,,,
Heaven,162,"edit: hey, I'm a real person. my name is willow. I'm 14 years old. i can be funny too. this is a more serious video. talk to me. thank you for featuring me.",heaven,willow,,,,,,590016,,goL20thlcRU,,2.5,2646,1 month ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Arts & Animation,,,,,,,,,,,,,,,,
Fast Food Freestyle,148,"Drive-thru freestylin', freestyling at the drive through! Still tons of people assuming ME freestyling and NO it isn't, if only I could do it as good as Joe did it! lmaoI need a double cheeseburger and hold the lettuceDon't be frontin
	
	
			Drive-thru freestylin', freestyling at the drive through! Still tons of people assuming ME freestyling and NO it isn't, if only I could do it as good as Joe did it! lmaoI need a double cheeseburger and hold the lettuceDon't be frontin' son no seeds on a bunWe be up in this drive thruOrder for twoI gots a craving for a number nine like my shoeWe need some chicken up in hereIn this dizzleFor rizzle my nizzleExtra salt on the frizzleDr. Pepper my brotherAnother for your motherDouble double super sizeAnd don't forget the FRIES...Go to JoeWoody.com for more
			(more)
			(less)",Fast,Food,Freestyle,Drive,Thru,,,1134,,FLn45-7Pn2Y,,2.5,11203,2 weeks ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Music,,,,,,,,,,,,,,,,
Complaints Choir of Birmingham,533,"The Complaints Choir invites people to complain as much as they want and to sing their complaints out loud together with fellow complainers. The first choir was organised in Birmingham followed by the Complaints Choir of Helsinki and Hambur
	
	
			The Complaints Choir invites people to complain as much as they want and to sing their complaints out loud together with fellow complainers. The first choir was organised in Birmingham followed by the Complaints Choir of Helsinki and Hamburg. The lyrics were written by the Choir, Music by Mike Hurley. Project by Tellervo Kalleinen and Oliver Kochta-Kalleinen. Produced by Springhill Institute.Project website:http://www.ykon.org/kochta-kalleinenMike Hurley's website:http://www.myspace.com/mikeyhurley
			(more)
			(less)",complaining,complaints,choir,birmingham,helsinki,hamburg,,253064,,2w84qzHdEms,,2.5,1748,3 months ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Arts & Animation,,,,,,,,,,,,,,,,
The Gobble Song,182,"Celebrate the warmth of Thanksgiving with the ""The Gobble Song,"" by Spencer the Gardener. Video conceived and created by Russ Spencer of Bison Films.See www.spencerthegardener.com or www.bisonfilms.com. Enjoy it with a smile.",Thanksgiving,turkey,gobble,dance,music,video,dancing,352814,,-jW1vWgogLQ,,2.5,1539,1 week ago,1164757502000,"Tue, 28 Nov 2006 23:45:02 GMT",20061128234502,Entertainment,Spencer,The,Gardener,Russ,,,,,,,,,,,,
"Nobody's Watching ""Friends""",107,"We're thankful that there USED to be good sitcoms on TV.  Presenting...Ten Seasons of ""Friends"" in 90 Secondswww.nobodyswatching.tv",nobody's,watching,friends,ok,go,treadmill,,34521,,MYTJooXcG6g,,2.5,613,1 week ago,1164785783000,"Wed, 29 Nov 2006 07:36:23 GMT",20061129073623,Comedy,,,,,,,,,,,,,,,,
