title,description,tags/0,tags/1,tags/2,tags/3,views,author,videoId,uploadDate,comments,dateFeaturedEpoch,dateFeatured,timestampFeatured,age,duration,stars,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,categories/0,tags/18,tags/19,tags/20,tags/21,tags/22
"Exclusive clip - Clerks II ""Making of"" intro by Kevin Smith","This version is fixed and does not stop in the middle. If you watched the first one and had problems - please load up this one. Thanks.  Visit Clerks2.com and myspace.com/clerksII  Picking up ten years after ""Clerks"" left off, ""Clerks II"" looks in on Dante and Randal's semi-new life (or lack thereof). Jeff Anderson and Brian O'Halloran star, along with Rosario Dawson, Trevor Fehrman and Jennifer Schwalbach. Jason Mewes and Kevin Smith return as Jay and Silent Bob",clerks,kevin,smith,jay,10812,ClerksII,XCW244Uu7vQ,,78,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,22 hours ago,336,4.5,silent,bob,dogma,mallrats,dante,randal,,,,,,,,,Entertainment,,,,,
An Inconvenient Truth - Trailer,"The most terrifying movie of the summer. You owe it to the planet to see the truth. Pledge to see An Inconvenient Truth opening weekend.  In theaters: May 24 - New York and Los Angeles June 2 - Boston, Chicago, Dallas, Philadelphia, San Francisco, Seattle, Toronto, Vancouver, Washington D.C. June 9 - Atlanta, Detroit, Houston, Minneapolis, Phoenix, Denver, Sacramento, St. Louis, San Diego, Miami, Baltimore, Portland June 16 - in theaters everywhere  Add this trailer to your Playlist, Favorites or Subscriptions and we'll add you to our Friends so you can receive bulletins about upcoming free screenings in your area.",inconvenient,truth,movie,trailer,92973,ParamountClassics,TUiP6dqPynE,,880,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,4 days ago,150,4.5,movies,al,gore,documentary,global,warming,climate,change,News & Politics,Science & Technology,,,,,Entertainment,,,,,
Ryan vs Dorkman,"RYAN WIEBER VS. MICHAEL ""DORKMAN"" SCOTT  What began as a friendly rivalry between two effects artists explodes off TheForce.Net's FanFilms Forum and into the real world in a lightsaber battle royale.  Originally created for the forum's lightsaber choreography competition, this fight to the death will decide once and for all who is truly most skilled with a saber.  There can be only one.    (I did not make this short film, stop asking me how I made the special effects.  Its a mix of rotoscoping, photoshop and After Effects.)",StarWars,Lightsaber,Dorkman,force,141396,maniacmike,8NE5elL30w4,,952,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,1 month ago,309,4.5,battle,Short Movies,,,,,,,,,,,,,Arts & Animation,,,,,
Teh maddEST SkiLLz YET!!!,"OMG! I can't believe how many of youz out there are diggin Mad V skills master!!!  I gotta keep the skillZ comin at ya hard and fast to stop them haters hating!  Check out, these sick skillZ - maddEST YET!!!  MadV",mad,skills,skillz,awesome,132778,MadV,vbSR5_boMcc,,673,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,2 days ago,24,4.5,pork,ladies,burn,haters,card,flying,float,amazing,talented,Odd & Outrageous,People,,,,Entertainment,,,,,
Doogtoons Asks A Ninja - Introductions,"The first in a series of interviews with the most notorious Ninja in podcasting. Beware: You might mysteriously die if you watch this. For more toons, go to www.doogtoons.com. For more Ninja, www.askaninja.com.",doogtoons,askaninja,cartoons,animation,45272,doogtoons,A07vYT3p0aI,,89,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,3 days ago,179,3.5,ninja,Entertainment,Short Movies,,,,,,,,,,,,Arts & Animation,,,,,
Bird of Prey,Vulture.,Red,Meat,,,22214,connollyjh,01kQlJOsHhY,,67,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,2 days ago,15,2.5,,,,,,,,,,,,,,,Odd & Outrageous,,,,,
tameshiwari in czech republic,Petr and Jan are showing what their bodies can hold out.,kickboxing,jiu-jitsu,karate,tameshiwari,96650,gonza749,VH4iaKjam5k,,177,1145133180000,"Sat, 15 Apr 2006 20:33:00 GMT",20060415203300,3 days ago,21,3.5,martial,arts,mma,fighting,czech,republic,,,,,,,,,Sports,,,,,
Cockroach Controlled Mobile Robot,"By Garnet Hertz (2005)                                                                               ""Cockroach Controlled Mobile Robot"" is an experimental mechanism that uses a living Madagascan hissing cockroach atop a modified trackball to control a three-wheeled robot. If the cockroach moves left, the robot moves left. Infrared sensors also provide navigation feedback to the cockroach, striving to create a pseudo-intelligent system with the cockroach as the CPU.",cockroach,robot,arts,,41546,gizmodo,gwZD59Ic9T8,,257,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,1 week ago,113,3.5,,,,,,,,,,,,,,,Arts & Animation,,,,,
TotalVid Frosted Flakes Video Podcast,"Max Henault's part from Frosted Flakes.  From one of the coldest city in the world comes one of the best snowboard movie of the season. Frosted Flakes is a 16mm motion picture film featuring the most technical and stylish jibs ever seen on a shred stick. This 25-minutes presentation is packed with some next -level tricks, performed by some upcoming talents as well as some top international riders. Frosted Flakes brings a new artistic direction into the sport. With it's unique cinematography and editing style, this movie is destined to become a classic in every snowboarder's library.  Starring: Yan Dofin, Max Legend, Danny Kass, Max Heneault, Risto Matilla, Antti Autti, Jf Fortin, Matt Dano, US Open, Shakedown and many more crazy snowboard stunt entertainners.",snow,snowboard,"""Frosted","Flakes""",8277,TotalVid,y2o8UE3flpg,,31,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,2 months ago,201,4.5,snowboarding,film,16mm,Sports,,,,,,,,,,,Hobbies & Interests,,,,,
Art Film...,"...ha! More like I've just been fiddling with this for 5 minutes here at my diningroom table. I appreciate all the comments - but may I again stress that this is not serious, or really an ""art film"", so chill!  As you can see, I have recently discovered the joys of windows movie maker. I'm basically fiddling around with some of the effects.  As for the pics: the first one is of me, next it's Port Stanley, then Brady, me and Brady, a distorted picture I took at Sharon's creek, my eyes, Lake Margaret and me and Brady in Port Stanley.  For those who asked: the main premise is pretty simple: boy and girl have been having problems, boy and girl work it out (sorta). Relatable, n'est pas?  Music: Out of Focus - Buck 65",out,of,focus,buck,5616,melissastorn,Clslj_1tBAM,,61,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,16 hours ago,39,2.5,65,beach,movie,short,film,Short Movies,Videoblogging,,,,,,,,Music,,,,,
Public Service Announcement From Damone,This is a public service announcement. Please watch and learn...,damone,public,service,announcement,37982,godofshred,_W_DY_zlnNc,,271,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,3 weeks ago,144,3.5,rock,psa,Humor,Music,,,,,,,,,,,Entertainment,,,,,
Josh Daiek at the Extremes,"Josh Daiek skiing an amazing run at the 2005 ""Extremes"" at Kirkwood Mountain Resort in Kirkwood, California.  Every year Kirkwood hosts the final stop of the North American Feeskiing Championships.  Skiers and riders compete on ""The Cirque"", a large vertical cliff of volcanic rock and chutes closed to the public all season due to how dangerous the terrain is.  In this video clip Josh Daiek, a Kirkwood local ""home boy"", puts in an incredible run on the first day of the 2005 competition.  Another local Kirkwood skier, Craig Gabriel, went on to win the overall competition.",Kirkwood,Skiing,Ski,Freeskiing,15082,jambras,eGuhiWaKq3o,,33,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,3 days ago,100,4.5,Extreme,Sports,Tahoe,Outdoors,Snow,,,,,,,,,,Sports,,,,,
Official Clerks II Trailer,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire. Free from his dead-end job (and lodged in a new one), Dante begins to break free of his rut, planning to move away with his clingy fiancé. Dante is ready to leave the horrors of minimum-wage New Jersey behind, but Randal - always the more hostile of the two - starts to become overwhelmed by his own rancor.",Clerks,II,Kevin,Smith,131361,TheWeinsteinCompany,gLvhJ0m5ask,,261,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,2 days ago,119,4.5,Jay,Silent,Bob,Jason,Lee,Dante,Randall,Entertainment,Humor,,,,,,Arts & Animation,,,,,
"Exclusive clip - Clerks II ""Making of"" intro by Kevin Smith","This version is fixed and does not stop in the middle. If you watched the first one and had problems - please load up this one. Thanks.  Visit Clerks2.com and myspace.com/clerksII  Picking up ten years after ""Clerks"" left off, ""Clerks II"" looks in on Dante and Randal's semi-new life (or lack thereof). Jeff Anderson and Brian O'Halloran star, along with Rosario Dawson, Trevor Fehrman and Jennifer Schwalbach. Jason Mewes and Kevin Smith return as Jay and Silent Bob",clerks,kevin,smith,jay,25018,ClerksII,XCW244Uu7vQ,,105,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,2 days ago,336,4.5,silent,bob,dogma,mallrats,dante,randal,,,,,,,,,Entertainment,,,,,
An Inconvenient Truth - Trailer,"The most terrifying movie of the summer. You owe it to the planet to see the truth. Pledge to see An Inconvenient Truth opening weekend.  In theaters: May 24 - New York and Los Angeles June 2 - Boston, Chicago, Dallas, Philadelphia, San Francisco, Seattle, Toronto, Vancouver, Washington D.C. June 9 - Atlanta, Detroit, Houston, Minneapolis, Phoenix, Denver, Sacramento, St. Louis, San Diego, Miami, Baltimore, Portland June 16 - in theaters everywhere  Add this trailer to your Playlist, Favorites or Subscriptions and we'll add you to our Friends so you can receive bulletins about upcoming free screenings in your area.",inconvenient,truth,movie,trailer,113522,ParamountClassics,TUiP6dqPynE,,953,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,6 days ago,150,4.5,movies,al,gore,documentary,global,warming,climate,change,News & Politics,Science & Technology,,,,,Entertainment,,,,,
Ryan vs Dorkman,"RYAN WIEBER VS. MICHAEL ""DORKMAN"" SCOTT  What began as a friendly rivalry between two effects artists explodes off TheForce.Net's FanFilms Forum and into the real world in a lightsaber battle royale.  Originally created for the forum's lightsaber choreography competition, this fight to the death will decide once and for all who is truly most skilled with a saber.  There can be only one.    (I did not make this short film, stop asking me how I made the special effects.  Its a mix of rotoscoping, photoshop and After Effects.)",StarWars,Lightsaber,Dorkman,force,185857,maniacmike,8NE5elL30w4,,1143,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,1 month ago,309,4.5,battle,Short Movies,,,,,,,,,,,,,Arts & Animation,,,,,
Teh maddEST SkiLLz YET!!!,"OMG! I can't believe how many of youz out there are diggin Mad V skills master!!!  I gotta keep the skillZ comin at ya hard and fast to stop them haters hating!  Check out, these sick skillZ - maddEST YET!!!  MadV",mad,skills,skillz,awesome,161706,MadV,vbSR5_boMcc,,838,1145263313000,"Mon, 17 Apr 2006 08:41:53 GMT",20060417084153,3 days ago,24,4.5,pork,ladies,burn,haters,card,flying,float,amazing,talented,Odd & Outrageous,People,,,,Entertainment,,,,,
411VM Issue 14.2 Commerical,"411VM 14.2,ART DIRECTION BY CHRIS PASTRAS, DARYL ANGEL, OLLY TODD, ABDIAS RIVERA, PAUL MACHNAU, STEREO MONTAGE, TONY SILVA, VERSUS FINAL ROUND, HISTORY AT EL TORO.",411VM,14.2,BY,CHRIS,7749,411VideoMagazine,V2FyPX1xKVY,,45,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,7 hours ago,113,3.5,PASTRAS,DARYL,ANGEL,OLLY,TODD,ABDIAS,RIVERA,PAUL,MACHNAU,STEREO,MONTAGE,TONY,SILVA,Music,Entertainment,Sports,,,,
breakdancer,street performer at easter day parade yea i took the video with my digital camera so theres no sounds and the quality isn't the best.  soo mad i didnt bring my camcorder that day.,breakdancing,,,,38373,max00racer,md_eJbz1msU,,96,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,8 hours ago,16,4.5,,,,,,,,,,,,,,,Entertainment,,,,,
Boom Boom Kid - San Francisco,bbk from argentina.. check my other bbk video for info. http://www.youtube.com/watch?v =EcdRPBKFJz8 thanks. -pinoythrash-,bbk,boomboomkid,funpeople,punk,7688,pinoythrash,MbEA2JtFWt8,,22,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,8 hours ago,168,3.5,,,,,,,,,,,,,,,Music,,,,,
Cockroach Controlled Mobile Robot,"By Garnet Hertz (2005)                                                                               ""Cockroach Controlled Mobile Robot"" is an experimental mechanism that uses a living Madagascan hissing cockroach atop a modified trackball to control a three-wheeled robot. If the cockroach moves left, the robot moves left. Infrared sensors also provide navigation feedback to the cockroach, striving to create a pseudo-intelligent system with the cockroach as the CPU.",cockroach,robot,arts,,70857,gizmodo,gwZD59Ic9T8,,359,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,1 week ago,113,3.5,,,,,,,,,,,,,,,Arts & Animation,,,,,
TotalVid Frosted Flakes Video Podcast,"Max Henault's part from Frosted Flakes.  From one of the coldest city in the world comes one of the best snowboard movie of the season. Frosted Flakes is a 16mm motion picture film featuring the most technical and stylish jibs ever seen on a shred stick. This 25-minutes presentation is packed with some next -level tricks, performed by some upcoming talents as well as some top international riders. Frosted Flakes brings a new artistic direction into the sport. With it's unique cinematography and editing style, this movie is destined to become a classic in every snowboarder's library.  Starring: Yan Dofin, Max Legend, Danny Kass, Max Heneault, Risto Matilla, Antti Autti, Jf Fortin, Matt Dano, US Open, Shakedown and many more crazy snowboard stunt entertainners.",snow,snowboard,"""Frosted","Flakes""",16636,TotalVid,y2o8UE3flpg,,40,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,2 months ago,201,4.5,snowboarding,film,16mm,Sports,,,,,,,,,,,Hobbies & Interests,,,,,
Art Film...,"...ha! More like I've just been fiddling with this for 5 minutes here at my diningroom table. I appreciate all the comments - but may I again stress that this is not serious, or really an ""art film"", so chill! [Also - not emo. Trust me!]  As you can see, I have recently discovered the joys of windows movie maker. I'm basically fiddling around with some of the effects.  As for the pics: They're all of my boyfriend and I and places around where I live. Thanks to all the people who left constructive comments about filmmaking - very appreciated - and I must admit, it is a little like something out of the Ring, isn't it?  For those who asked: the main premise is pretty simple: boy and girl have been having problems, boy and girl work it out (sorta). Relatable, n'est pas?  Music: Out of Focus - Buck 65",out,of,focus,buck,12515,melissastorn,Clslj_1tBAM,,97,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,1 day ago,39,2.5,65,beach,movie,short,film,Short Movies,Videoblogging,,,,,,,,Music,,,,,
Public Service Announcement From Damone,This is a public service announcement. Please watch and learn...,damone,public,service,announcement,44363,godofshred,_W_DY_zlnNc,,324,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,3 weeks ago,144,3.5,rock,psa,Humor,Music,,,,,,,,,,,Entertainment,,,,,
Josh Daiek at the Extremes,"Josh Daiek skiing an amazing run at the 2005 ""Extremes"" at Kirkwood Mountain Resort in Kirkwood, California.  Every year Kirkwood hosts the final stop of the North American Feeskiing Championships.  Skiers and riders compete on ""The Cirque"", a large vertical cliff of volcanic rock and chutes closed to the public all season due to how dangerous the terrain is.  In this video clip Josh Daiek, a Kirkwood local ""home boy"", puts in an incredible run on the first day of the 2005 competition.  Another local Kirkwood skier, Craig Gabriel, went on to win the overall competition.",Kirkwood,Skiing,Ski,Freeskiing,19181,jambras,eGuhiWaKq3o,,35,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,3 days ago,100,4.5,Extreme,Sports,Tahoe,Outdoors,Snow,,,,,,,,,,Sports,,,,,
Official Clerks II Trailer,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire. Free from his dead-end job (and lodged in a new one), Dante begins to break free of his rut, planning to move away with his clingy fiancé. Dante is ready to leave the horrors of minimum-wage New Jersey behind, but Randal - always the more hostile of the two - starts to become overwhelmed by his own rancor.",Clerks,II,Kevin,Smith,164205,TheWeinsteinCompany,gLvhJ0m5ask,,273,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,3 days ago,119,4.5,Jay,Silent,Bob,Jason,Lee,Dante,Randall,Entertainment,Humor,,,,,,Arts & Animation,,,,,
"Exclusive clip - Clerks II ""Making of"" intro by Kevin Smith","This version is fixed and does not stop in the middle. If you watched the first one and had problems - please load up this one. Thanks.  Visit Clerks2.com and myspace.com/clerksII  Picking up ten years after ""Clerks"" left off, ""Clerks II"" looks in on Dante and Randal's semi-new life (or lack thereof). Jeff Anderson and Brian O'Halloran star, along with Rosario Dawson, Trevor Fehrman and Jennifer Schwalbach. Jason Mewes and Kevin Smith return as Jay and Silent Bob",clerks,kevin,smith,jay,34651,ClerksII,XCW244Uu7vQ,,119,1145321794000,"Tue, 18 Apr 2006 00:56:34 GMT",20060418005634,3 days ago,336,4.5,silent,bob,dogma,mallrats,dante,randal,,,,,,,,,Entertainment,,,,,
411VM Issue 14.2 Commerical,"411VM 14.2,ART DIRECTION BY CHRIS PASTRAS, DARYL ANGEL, OLLY TODD, ABDIAS RIVERA, PAUL MACHNAU, STEREO MONTAGE, TONY SILVA, VERSUS FINAL ROUND, HISTORY AT EL TORO.",411VM,14.2,BY,CHRIS,12956,411VideoMagazine,V2FyPX1xKVY,,56,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,11 hours ago,113,3.5,PASTRAS,DARYL,ANGEL,OLLY,TODD,ABDIAS,RIVERA,PAUL,MACHNAU,STEREO,MONTAGE,TONY,SILVA,Music,Entertainment,Sports,,,,
breakdancer,street performer at easter day parade yea i took the video with my digital camera so theres no sounds and the quality isn't the best.  soo mad i didnt bring my camcorder that day.,breakdancing,,,,58403,max00racer,md_eJbz1msU,,146,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,12 hours ago,16,4.5,,,,,,,,,,,,,,,Entertainment,,,,,
Boom Boom Kid - San Francisco,"Boom Boom Kid (ex-fun people) is from buenos aires, argentina. this was shot live 10/07/05 at taqueria vallarta, 24th Mission, San Francisco CA. -pinoythrash-",bbk,boomboomkid,funpeople,punk,11403,pinoythrash,MbEA2JtFWt8,,31,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,13 hours ago,168,3.5,,,,,,,,,,,,,,,Music,,,,,
Cockroach Controlled Mobile Robot,"By Garnet Hertz (2005)                                                                               ""Cockroach Controlled Mobile Robot"" is an experimental mechanism that uses a living Madagascan hissing cockroach atop a modified trackball to control a three-wheeled robot. If the cockroach moves left, the robot moves left. Infrared sensors also provide navigation feedback to the cockroach, striving to create a pseudo-intelligent system with the cockroach as the CPU.",cockroach,robot,arts,,76015,gizmodo,gwZD59Ic9T8,,376,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,1 week ago,113,3.5,,,,,,,,,,,,,,,Arts & Animation,,,,,
TotalVid Frosted Flakes Video Podcast,"Max Henault's part from Frosted Flakes.  From one of the coldest city in the world comes one of the best snowboard movie of the season. Frosted Flakes is a 16mm motion picture film featuring the most technical and stylish jibs ever seen on a shred stick. This 25-minutes presentation is packed with some next -level tricks, performed by some upcoming talents as well as some top international riders. Frosted Flakes brings a new artistic direction into the sport. With it's unique cinematography and editing style, this movie is destined to become a classic in every snowboarder's library.  Starring: Yan Dofin, Max Legend, Danny Kass, Max Heneault, Risto Matilla, Antti Autti, Jf Fortin, Matt Dano, US Open, Shakedown and many more crazy snowboard stunt entertainners.",snow,snowboard,"""Frosted","Flakes""",18377,TotalVid,y2o8UE3flpg,,48,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,2 months ago,201,4.5,snowboarding,film,16mm,Sports,,,,,,,,,,,Hobbies & Interests,,,,,
Art Film...,"...ha! More like I've just been fiddling with this for 5 minutes here at my diningroom table. I appreciate all the comments - but may I again stress that this is not serious, or really an ""art film"", so chill! [Also - not emo. Trust me!]  As you can see, I have recently discovered the joys of windows movie maker. I'm basically fiddling around with some of the effects.  As for the pics: They're all of my boyfriend and I and places around where I live. Thanks to all the people who left constructive comments about filmmaking - very appreciated - and I must admit, it is a little like something out of the Ring, isn't it?  For those who asked: the main premise is pretty simple: boy and girl have been having problems, boy and girl work it out (sorta). Relatable, n'est pas?  Music: Out of Focus - Buck 65",out,of,focus,buck,14823,melissastorn,Clslj_1tBAM,,103,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,1 day ago,39,2.5,65,beach,movie,short,film,Short Movies,Videoblogging,,,,,,,,Music,,,,,
Public Service Announcement From Damone,This is a public service announcement. Please watch and learn...,damone,public,service,announcement,45935,godofshred,_W_DY_zlnNc,,341,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,3 weeks ago,144,3.5,rock,psa,Humor,Music,,,,,,,,,,,Entertainment,,,,,
Josh Daiek at the Extremes,"Josh Daiek skiing an amazing run at the 2005 ""Extremes"" at Kirkwood Mountain Resort in Kirkwood, California.  Every year Kirkwood hosts the final stop of the North American Feeskiing Championships.  Skiers and riders compete on ""The Cirque"", a large vertical cliff of volcanic rock and chutes closed to the public all season due to how dangerous the terrain is.  In this video clip Josh Daiek, a Kirkwood local ""home boy"", puts in an incredible run on the first day of the 2005 competition.  Another local Kirkwood skier, Craig Gabriel, went on to win the overall competition.",Kirkwood,Skiing,Ski,Freeskiing,20134,jambras,eGuhiWaKq3o,,35,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,3 days ago,100,4.5,Extreme,Sports,Tahoe,Outdoors,Snow,,,,,,,,,,Sports,,,,,
Official Clerks II Trailer,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire. Free from his dead-end job (and lodged in a new one), Dante begins to break free of his rut, planning to move away with his clingy fiancé. Dante is ready to leave the horrors of minimum-wage New Jersey behind, but Randal - always the more hostile of the two - starts to become overwhelmed by his own rancor.",Clerks,II,Kevin,Smith,171512,TheWeinsteinCompany,gLvhJ0m5ask,,283,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,3 days ago,119,4.5,Jay,Silent,Bob,Jason,Lee,Dante,Randall,Entertainment,Humor,,,,,,Arts & Animation,,,,,
"Exclusive clip - Clerks II ""Making of"" intro by Kevin Smith","This version is fixed and does not stop in the middle. If you watched the first one and had problems - please load up this one. Thanks.  Visit Clerks2.com and myspace.com/clerksII  Picking up ten years after ""Clerks"" left off, ""Clerks II"" looks in on Dante and Randal's semi-new life (or lack thereof). Jeff Anderson and Brian O'Halloran star, along with Rosario Dawson, Trevor Fehrman and Jennifer Schwalbach. Jason Mewes and Kevin Smith return as Jay and Silent Bob",clerks,kevin,smith,jay,36867,ClerksII,XCW244Uu7vQ,,125,1145337944000,"Tue, 18 Apr 2006 05:25:44 GMT",20060418052544,3 days ago,336,4.5,silent,bob,dogma,mallrats,dante,randal,,,,,,,,,Entertainment,,,,,
Cybersmack's Party Animals,"This ain't your normal nature video. See what happens when the creatures of the wild get a little TOO wild. For more of The Soup's Cybersmack, check out The Vine @ E! Online or watch The Soup Friday nights 10/9c. Http://www.eonline.com/thevine /index.jsp?channelID=cybersmac k&mediaID;= Think you've got your OWN Cybersmack that's better? Submit your stuff to E! and you could possibly win $25,000! Check out www.eonline.com/cybersmack for all the info...",EEntertainmentTV,Cybersmack,McHale,Humor,21137,EEntertainmentTV,FocBSR4vzRE,,55,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,1 day ago,46,3.5,Funny,Humor,Pets & Animals,,,,,,,,,,,,Entertainment,,,,,
Typical dance in Japan,"Typical dance in the street in Gyoutoku (Ichikawa-chi, Japan).",japan,dance,,,18565,ampm78,pDPPlQR7MSs,,110,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,10 hours ago,30,3.5,,,,,,,,,,,,,,,Entertainment,,,,,
India Driving,A very funny look at how people drive in india. The rules are quite different there. Watch the white car in the top center going against traffic.,india,driving,funny,trip,173803,higgums,RjrEQaG5jPM,,732,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,3 weeks ago,133,4.5,traffic,Humor,Odd & Outrageous,,,,,,,,,,,,Autos & Vehicles,,,,,
411VM Issue 14.2 Commerical,"411VM 14.2,ART DIRECTION BY CHRIS PASTRAS, DARYL ANGEL, OLLY TODD, ABDIAS RIVERA, PAUL MACHNAU, STEREO MONTAGE, TONY SILVA, VERSUS FINAL ROUND, HISTORY AT EL TORO. AVAILABLE MAY 2006",411VM,14.2,BY,CHRIS,23505,411VideoMagazine,V2FyPX1xKVY,,72,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,1 day ago,113,3.5,PASTRAS,DARYL,ANGEL,OLLY,TODD,ABDIAS,RIVERA,PAUL,MACHNAU,STEREO,MONTAGE,TONY,SILVA,Music,Entertainment,Sports,,,,
breakdancer,street performer at easter day parade yea i took the video with my digital camera so theres no sounds and the quality isn't the best.  soo mad i didnt bring my camcorder that day.,breakdancing,,,,120244,max00racer,md_eJbz1msU,,249,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,1 day ago,16,4.5,,,,,,,,,,,,,,,Entertainment,,,,,
Boom Boom Kid (en vivo San Francisco),"Boom Boom Kid (ex-fun people) is from buenos aires, argentina. this was shot live 10/07/05 at taqueria vallarta, 24th Mission, San Francisco CA. -pinoythrash-",bbk,boomboomkid,funpeople,punk,26724,pinoythrash,MbEA2JtFWt8,,58,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,1 day ago,168,3.5,,,,,,,,,,,,,,,Music,,,,,
Cockroach Controlled Mobile Robot,"By Garnet Hertz (2005)                                                                               ""Cockroach Controlled Mobile Robot"" is an experimental mechanism that uses a living Madagascan hissing cockroach atop a modified trackball to control a three-wheeled robot. If the cockroach moves left, the robot moves left. Infrared sensors also provide navigation feedback to the cockroach, striving to create a pseudo-intelligent system with the cockroach as the CPU.",cockroach,robot,arts,,92740,gizmodo,gwZD59Ic9T8,,453,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,2 weeks ago,113,3.5,,,,,,,,,,,,,,,Arts & Animation,,,,,
TotalVid Frosted Flakes Video Podcast,"Max Henault's part from Frosted Flakes.  From one of the coldest city in the world comes one of the best snowboard movie of the season. Frosted Flakes is a 16mm motion picture film featuring the most technical and stylish jibs ever seen on a shred stick. This 25-minutes presentation is packed with some next -level tricks, performed by some upcoming talents as well as some top international riders. Frosted Flakes brings a new artistic direction into the sport. With it's unique cinematography and editing style, this movie is destined to become a classic in every snowboarder's library.  Starring: Yan Dofin, Max Legend, Danny Kass, Max Heneault, Risto Matilla, Antti Autti, Jf Fortin, Matt Dano, US Open, Shakedown and many more crazy snowboard stunt entertainners.",snow,snowboard,"""Frosted","Flakes""",24757,TotalVid,y2o8UE3flpg,,61,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,2 months ago,201,4.5,snowboarding,film,16mm,Sports,,,,,,,,,,,Hobbies & Interests,,,,,
Art Film...,"...ha! More like I've just been fiddling with this for 5 minutes here at my diningroom table. I appreciate all the comments - but may I again stress that this is not serious, or really an ""art film"", so chill! [Also - not emo. Trust me!]  As you can see, I have recently discovered the joys of windows movie maker. I'm basically fiddling around with some of the effects.  As for the pics: They're all of my boyfriend and I and places around where I live. Thanks to all the people who left constructive comments about filmmaking - very appreciated - and I must admit, it is a little like something out of the Ring, isn't it?  For those who asked: the main premise is pretty simple: boy and girl have been having problems, boy and girl work it out (sorta). Relatable, n'est pas?  Music: Out of Focus - Buck 65 PS - Getting really sick of people on youtube picking featured vids and leaving links to their own vids in the commens - that's called SPAM! I will delete those.",out,of,focus,buck,22830,melissastorn,Clslj_1tBAM,,120,1145409815000,"Wed, 19 Apr 2006 01:23:35 GMT",20060419012335,2 days ago,39,2.5,65,beach,movie,short,film,Short Movies,Videoblogging,,,,,,,,Music,,,,,
